Date	Open	Change %
01/11/2017	2268.6	0.28%
01/12/2017	2271.14	-0.21%
01/13/2017	2272.74	0.18%
01/17/2017	2269.14	-0.30%
01/18/2017	2269.14	0.18%
01/19/2017	2271.9	-0.36%
01/20/2017	2269.96	0.34%
01/23/2017	2267.78	-0.27%
01/24/2017	2267.88	0.66%
01/25/2017	2288.88	0.80%
01/26/2017	2298.63	-0.07%
01/27/2017	2299.02	-0.09%
01/30/2017	2286.01	-0.60%
01/31/2017	2274.02	-0.09%
02/01/2017	2285.59	0.03%
02/02/2017	2276.69	0.06%
02/03/2017	2288.54	0.73%
02/06/2017	2294.28	-0.21%
02/07/2017	2295.87	0.02%
02/08/2017	2289.55	0.07%
02/09/2017	2296.7	0.58%
02/10/2017	2312.27	0.36%
02/13/2017	2321.72	0.52%
02/14/2017	2326.12	0.40%
02/15/2017	2335.58	0.50%
02/16/2017	2349.64	-0.09%
02/17/2017	2343.01	0.17%
02/21/2017	2354.91	0.60%
02/22/2017	2361.11	-0.11%
02/23/2017	2367.5	0.04%
02/24/2017	2355.73	0.15%
02/27/2017	2365.23	0.10%
02/28/2017	2366.08	-0.26%
03/01/2017	2380.13	1.37%
03/02/2017	2394.75	-0.59%
03/03/2017	2380.92	0.05%
03/06/2017	2375.23	-0.33%
03/07/2017	2370.74	-0.29%
03/08/2017	2369.81	-0.23%
03/09/2017	2363.49	0.08%
03/10/2017	2372.52	0.33%
03/13/2017	2371.56	0.04%
03/14/2017	2368.55	-0.34%
03/15/2017	2370.34	0.84%
03/16/2017	2387.71	-0.16%
03/17/2017	2383.71	-0.13%
03/20/2017	2378.24	-0.20%
03/21/2017	2379.32	-1.24%
03/22/2017	2343.0	0.19%
03/23/2017	2345.97	-0.11%
03/24/2017	2350.42	-0.08%
03/27/2017	2329.11	-0.10%
03/28/2017	2339.79	0.73%
03/29/2017	2356.54	0.11%
03/30/2017	2361.31	0.29%
03/31/2017	2364.82	-0.23%
04/03/2017	2362.34	-0.16%
04/04/2017	2354.76	0.06%
04/05/2017	2366.59	-0.31%
04/06/2017	2353.79	0.19%
04/07/2017	2356.59	-0.08%
04/10/2017	2357.16	0.07%
04/11/2017	2353.92	-0.14%
04/12/2017	2352.15	-0.38%
04/13/2017	2341.98	-0.68%
04/17/2017	2332.62	0.86%
04/18/2017	2342.53	-0.29%
04/19/2017	2346.79	-0.17%
04/20/2017	2342.69	0.76%
04/21/2017	2354.74	-0.30%
04/24/2017	2370.33	1.08%
04/25/2017	2381.51	0.61%
04/26/2017	2388.98	-0.05%
04/27/2017	2389.7	0.06%
04/28/2017	2393.68	-0.19%
05/01/2017	2388.5	0.17%
05/02/2017	2391.05	0.12%
05/03/2017	2386.5	-0.13%
05/04/2017	2389.79	0.06%
05/05/2017	2392.37	0.41%
05/08/2017	2399.94	0.00%
05/09/2017	2401.58	-0.10%
05/10/2017	2396.79	0.11%
05/11/2017	2394.84	-0.22%
05/12/2017	2392.44	-0.15%
05/15/2017	2393.98	0.48%
05/16/2017	2404.55	-0.07%
05/17/2017	2382.95	-1.82%
05/18/2017	2354.69	0.37%
05/19/2017	2371.37	0.68%
05/22/2017	2387.21	0.52%
05/23/2017	2397.04	0.18%
05/24/2017	2401.41	0.25%
05/25/2017	2409.54	0.44%
05/26/2017	2414.5	0.03%
05/30/2017	2411.67	-0.12%
05/31/2017	2415.63	-0.05%
06/01/2017	2415.65	0.76%
06/02/2017	2431.28	0.37%
06/05/2017	2437.83	-0.12%
06/06/2017	2431.92	-0.28%
06/07/2017	2432.03	0.16%
06/08/2017	2434.27	0.03%
06/09/2017	2436.39	-0.08%
06/12/2017	2425.88	-0.10%
06/13/2017	2434.15	0.45%
06/14/2017	2443.75	-0.10%
06/15/2017	2424.14	-0.22%
06/16/2017	2431.24	0.03%
06/19/2017	2442.55	0.83%
06/20/2017	2450.66	-0.67%
06/21/2017	2439.31	-0.06%
06/22/2017	2437.4	-0.05%
06/23/2017	2434.65	0.16%
06/26/2017	2443.32	0.03%
06/27/2017	2436.34	-0.81%
06/28/2017	2428.7	0.88%
06/29/2017	2442.38	-0.86%
06/30/2017	2429.2	0.15%
07/03/2017	2431.39	0.23%
07/05/2017	2430.78	0.15%
07/06/2017	2423.44	-0.94%
07/07/2017	2413.52	0.64%
07/10/2017	2424.51	0.09%
07/11/2017	2427.35	-0.08%
07/12/2017	2435.75	0.73%
07/13/2017	2444.99	0.19%
07/14/2017	2449.16	0.47%
07/17/2017	2459.5	-0.01%
07/18/2017	2455.88	0.06%
07/19/2017	2463.85	0.54%
07/20/2017	2475.56	-0.02%
07/21/2017	2467.4	-0.04%
07/24/2017	2472.04	-0.11%
07/25/2017	2477.88	0.29%
07/26/2017	2479.97	0.03%
07/27/2017	2482.76	-0.10%
07/28/2017	2469.12	-0.13%
07/31/2017	2475.94	-0.07%
08/01/2017	2477.1	0.24%
08/02/2017	2480.38	0.05%
08/03/2017	2476.03	-0.22%
08/04/2017	2476.88	0.19%
08/07/2017	2477.14	0.16%
08/08/2017	2478.35	-0.24%
08/09/2017	2465.35	-0.04%
08/10/2017	2465.38	-1.45%
08/11/2017	2441.04	0.13%
08/14/2017	2454.96	1.00%
08/15/2017	2468.66	-0.05%
08/16/2017	2468.63	0.14%
08/17/2017	2462.95	-1.54%
08/18/2017	2427.64	-0.18%
08/21/2017	2425.5	0.12%
08/22/2017	2433.75	0.99%
08/23/2017	2444.88	-0.35%
08/24/2017	2447.91	-0.21%
08/25/2017	2444.72	0.17%
08/28/2017	2447.35	0.05%
08/29/2017	2431.94	0.08%
08/30/2017	2446.06	0.46%
08/31/2017	2462.65	0.57%
09/01/2017	2474.42	0.20%
09/05/2017	2470.35	-0.76%
09/06/2017	2463.83	0.31%
09/07/2017	2468.06	-0.02%
09/08/2017	2462.25	-0.15%
09/11/2017	2474.52	1.08%
09/12/2017	2491.94	0.34%
09/13/2017	2493.89	0.08%
09/14/2017	2494.56	-0.11%
09/15/2017	2495.67	0.18%
09/18/2017	2502.51	0.15%
09/19/2017	2506.29	0.11%
09/20/2017	2506.84	0.06%
09/21/2017	2507.16	-0.30%
09/22/2017	2497.26	0.06%
09/25/2017	2499.39	-0.22%
09/26/2017	2501.04	0.01%
09/27/2017	2503.3	0.41%
09/28/2017	2503.41	0.12%
09/29/2017	2509.96	0.37%
10/02/2017	2521.2	0.39%
10/03/2017	2530.34	0.22%
10/04/2017	2533.48	0.12%
10/05/2017	2540.86	0.56%
10/06/2017	2547.44	-0.11%
10/09/2017	2551.39	-0.18%
10/10/2017	2549.99	0.23%
10/11/2017	2550.62	0.18%
10/12/2017	2552.88	-0.17%
10/13/2017	2555.66	0.09%
10/16/2017	2555.57	0.18%
10/17/2017	2557.17	0.07%
10/18/2017	2562.87	0.07%
10/19/2017	2553.39	0.03%
10/20/2017	2567.56	0.51%
10/23/2017	2578.08	-0.40%
10/24/2017	2568.66	0.16%
10/25/2017	2566.52	-0.47%
10/26/2017	2560.08	0.13%
10/27/2017	2570.26	0.81%
10/30/2017	2577.75	-0.32%
10/31/2017	2575.99	0.09%
11/01/2017	2583.21	0.16%
11/02/2017	2579.46	0.02%
11/03/2017	2581.93	0.31%
11/06/2017	2587.47	0.13%
11/07/2017	2592.11	-0.02%
11/08/2017	2588.71	0.14%
11/09/2017	2584.0	-0.38%
11/10/2017	2580.18	-0.09%
11/13/2017	2576.53	0.10%
11/14/2017	2577.75	-0.23%
11/15/2017	2569.45	-0.55%
11/16/2017	2572.95	0.82%
11/17/2017	2582.94	-0.26%
11/20/2017	2579.49	0.13%
11/21/2017	2589.17	0.65%
11/22/2017	2600.31	-0.08%
11/24/2017	2600.42	0.21%
11/27/2017	2602.66	-0.04%
11/28/2017	2605.94	0.98%
11/29/2017	2627.82	-0.04%
11/30/2017	2633.93	0.82%
12/01/2017	2645.1	-0.20%
12/04/2017	2657.19	-0.11%
12/05/2017	2639.78	-0.37%
12/06/2017	2626.24	-0.01%
12/07/2017	2628.38	0.29%
12/08/2017	2646.21	0.55%
12/11/2017	2652.19	0.32%
12/12/2017	2661.73	0.15%
12/13/2017	2667.59	-0.05%
12/14/2017	2665.87	-0.41%
12/15/2017	2660.63	0.90%
12/18/2017	2685.92	0.54%
12/19/2017	2692.71	-0.32%
12/20/2017	2688.18	-0.08%
12/21/2017	2683.02	0.20%
12/22/2017	2684.22	-0.05%
12/26/2017	2679.09	-0.11%
12/27/2017	2682.1	0.08%
12/28/2017	2686.1	0.18%
12/29/2017	2689.15	-0.52%
01/02/2018	2683.73	0.83%
01/03/2018	2697.85	0.64%
01/04/2018	2719.31	0.40%
01/05/2018	2731.33	0.70%
01/08/2018	2742.67	0.17%
01/09/2018	2751.15	0.13%
01/10/2018	2745.55	-0.11%
01/11/2018	2752.97	0.70%
01/12/2018	2770.18	0.67%
01/16/2018	2798.96	-0.35%
01/17/2018	2784.99	0.94%
01/18/2018	2802.4	-0.16%
01/19/2018	2802.6	0.44%
01/22/2018	2809.16	0.81%
01/23/2018	2835.05	0.22%
01/24/2018	2845.42	-0.06%
01/25/2018	2846.24	0.06%
01/26/2018	2847.48	1.18%
01/29/2018	2867.23	-0.67%
01/30/2018	2832.74	-1.09%
01/31/2018	2832.41	0.05%
02/01/2018	2816.45	-0.06%
02/02/2018	2808.92	-2.12%
02/05/2018	2741.06	-4.10%
02/06/2018	2614.78	1.74%
02/07/2018	2690.95	-0.50%
02/08/2018	2685.01	-3.75%
02/09/2018	2601.78	1.49%
02/12/2018	2636.75	1.39%
02/13/2018	2646.27	0.26%
02/14/2018	2651.21	1.34%
02/15/2018	2713.46	1.21%
02/16/2018	2727.14	0.04%
02/20/2018	2722.99	-0.58%
02/21/2018	2720.53	-0.55%
02/22/2018	2710.42	0.10%
02/23/2018	2715.8	1.60%
02/26/2018	2757.37	1.18%
02/27/2018	2780.45	-1.27%
02/28/2018	2753.78	-1.11%
03/01/2018	2715.22	-1.33%
03/02/2018	2658.89	0.51%
03/05/2018	2681.06	1.10%
03/06/2018	2730.18	0.26%
03/07/2018	2710.18	-0.05%
03/08/2018	2732.75	0.45%
03/09/2018	2752.91	1.74%
03/12/2018	2790.54	-0.13%
03/13/2018	2792.31	-0.64%
03/14/2018	2774.06	-0.57%
03/15/2018	2754.27	-0.08%
03/16/2018	2750.57	0.17%
03/19/2018	2741.38	-1.42%
03/20/2018	2715.05	0.15%
03/21/2018	2714.99	-0.18%
03/22/2018	2691.36	-2.52%
03/23/2018	2646.71	-2.10%
03/26/2018	2619.35	2.72%
03/27/2018	2667.57	-1.73%
03/28/2018	2611.3	-0.29%
03/29/2018	2614.41	1.38%
04/02/2018	2633.45	-2.23%
04/03/2018	2592.17	1.26%
04/04/2018	2584.04	1.16%
04/05/2018	2657.36	0.69%
04/06/2018	2645.82	-2.19%
04/09/2018	2617.18	0.33%
04/10/2018	2638.41	1.67%
04/11/2018	2643.89	-0.55%
04/12/2018	2653.83	0.83%
04/13/2018	2676.9	-0.29%
04/16/2018	2670.1	0.81%
04/17/2018	2692.74	1.07%
04/18/2018	2710.11	0.08%
04/19/2018	2701.16	-0.57%
04/20/2018	2692.56	-0.85%
04/23/2018	2675.4	0.01%
04/24/2018	2680.8	-1.34%
04/25/2018	2634.92	0.18%
04/26/2018	2651.65	1.04%
04/27/2018	2675.47	0.11%
04/30/2018	2682.51	-0.82%
05/01/2018	2642.96	0.25%
05/02/2018	2654.24	-0.72%
05/03/2018	2628.08	-0.23%
05/04/2018	2621.45	1.28%
05/07/2018	2680.34	0.35%
05/08/2018	2670.26	-0.03%
05/09/2018	2678.12	0.97%
05/10/2018	2705.02	0.94%
05/11/2018	2722.7	0.17%
05/14/2018	2738.47	0.09%
05/15/2018	2718.59	-0.68%
05/16/2018	2712.62	0.41%
05/17/2018	2719.71	-0.09%
05/18/2018	2717.35	-0.26%
05/21/2018	2735.39	0.74%
05/22/2018	2738.34	-0.31%
05/23/2018	2713.98	0.32%
05/24/2018	2730.94	-0.20%
05/25/2018	2723.6	-0.24%
05/29/2018	2705.11	-1.16%
05/30/2018	2702.43	1.27%
05/31/2018	2720.98	-0.69%
06/01/2018	2718.7	1.08%
06/04/2018	2741.67	0.45%
06/05/2018	2748.46	0.07%
06/06/2018	2753.25	0.86%
06/07/2018	2774.84	-0.07%
06/08/2018	2765.84	0.31%
06/11/2018	2780.18	0.11%
06/12/2018	2785.6	0.17%
06/13/2018	2787.94	-0.40%
06/14/2018	2783.21	0.25%
06/15/2018	2777.78	-0.10%
06/18/2018	2765.79	-0.21%
06/19/2018	2752.01	-0.40%
06/20/2018	2769.73	0.17%
06/21/2018	2769.28	-0.63%
06/22/2018	2760.79	0.19%
06/25/2018	2742.94	-1.37%
06/26/2018	2722.12	0.22%
06/27/2018	2728.45	-0.86%
06/28/2018	2698.69	0.62%
06/29/2018	2727.13	0.08%
07/02/2018	2704.95	0.31%
07/03/2018	2733.27	-0.49%
07/05/2018	2724.19	0.86%
07/06/2018	2737.68	0.85%
07/09/2018	2775.62	0.88%
07/10/2018	2788.56	0.35%
07/11/2018	2779.82	-0.71%
07/12/2018	2783.14	0.87%
07/13/2018	2796.93	0.11%
07/16/2018	2797.36	-0.10%
07/17/2018	2789.34	0.40%
07/18/2018	2811.35	0.22%
07/19/2018	2809.37	-0.40%
07/20/2018	2804.55	-0.09%
07/23/2018	2799.17	0.18%
07/24/2018	2820.68	0.48%
07/25/2018	2817.73	0.91%
07/26/2018	2835.49	-0.30%
07/27/2018	2842.35	-0.66%
07/30/2018	2819.0	-0.58%
07/31/2018	2809.73	0.49%
08/01/2018	2821.17	-0.10%
08/02/2018	2800.48	0.49%
08/03/2018	2829.62	0.46%
08/06/2018	2840.29	0.35%
08/07/2018	2855.92	0.28%
08/08/2018	2856.79	-0.03%
08/09/2018	2857.19	-0.14%
08/10/2018	2838.9	-0.71%
08/13/2018	2835.46	-0.40%
08/14/2018	2827.88	0.64%
08/15/2018	2827.95	-0.76%
08/16/2018	2831.44	0.79%
08/17/2018	2838.32	0.33%
08/20/2018	2853.93	0.24%
08/21/2018	2861.51	0.21%
08/22/2018	2860.99	-0.04%
08/23/2018	2860.29	-0.17%
08/24/2018	2862.35	0.62%
08/27/2018	2884.69	0.77%
08/28/2018	2901.45	0.03%
08/29/2018	2900.62	0.57%
08/30/2018	2908.94	-0.44%
08/31/2018	2898.37	0.01%
09/04/2018	2896.96	-0.17%
09/05/2018	2891.59	-0.28%
09/06/2018	2888.64	-0.37%
09/07/2018	2868.26	-0.22%
09/10/2018	2881.39	0.19%
09/11/2018	2871.57	0.37%
09/12/2018	2888.29	0.04%
09/13/2018	2896.85	0.53%
09/14/2018	2906.38	0.03%
09/17/2018	2903.83	-0.56%
09/18/2018	2890.74	0.54%
09/19/2018	2906.6	0.13%
09/20/2018	2919.73	0.78%
09/21/2018	2936.76	-0.04%
09/24/2018	2921.83	-0.35%
09/25/2018	2921.75	-0.13%
09/26/2018	2916.98	-0.33%
09/27/2018	2911.65	0.28%
09/28/2018	2910.03	-0.00%
10/01/2018	2926.29	0.36%
10/02/2018	2923.8	-0.04%
10/03/2018	2931.69	0.07%
10/04/2018	2919.35	-0.82%
10/05/2018	2902.54	-0.55%
10/08/2018	2877.53	-0.04%
10/09/2018	2882.51	-0.14%
10/10/2018	2873.9	-3.29%
10/11/2018	2776.87	-2.06%
10/12/2018	2770.54	1.42%
10/15/2018	2763.83	-0.59%
10/16/2018	2767.05	2.15%
10/17/2018	2811.67	-0.03%
10/18/2018	2802.0	-1.44%
10/19/2018	2775.66	-0.04%
10/22/2018	2773.94	-0.43%
10/23/2018	2721.03	-0.55%
10/24/2018	2737.87	-3.09%
10/25/2018	2674.88	1.86%
10/26/2018	2667.86	-1.73%
10/29/2018	2682.65	-0.66%
10/30/2018	2640.68	1.57%
10/31/2018	2705.6	1.09%
11/01/2018	2717.58	1.06%
11/02/2018	2745.45	-0.63%
11/05/2018	2726.37	0.56%
11/06/2018	2738.4	0.63%
11/07/2018	2774.13	2.12%
11/08/2018	2806.38	-0.25%
11/09/2018	2794.1	-0.92%
11/12/2018	2773.93	-1.97%
11/13/2018	2730.05	-0.15%
11/14/2018	2737.9	-0.76%
11/15/2018	2693.52	1.06%
11/16/2018	2718.54	0.22%
11/19/2018	2730.74	-1.66%
11/20/2018	2654.6	-1.82%
11/21/2018	2657.74	0.30%
11/23/2018	2633.36	-0.66%
11/26/2018	2649.97	1.55%
11/27/2018	2663.75	0.33%
11/28/2018	2691.45	2.30%
11/29/2018	2736.97	-0.22%
11/30/2018	2737.76	0.82%
12/03/2018	2790.5	1.09%
12/04/2018	2782.43	-3.24%
12/06/2018	2663.51	-0.15%
12/07/2018	2691.26	-2.33%
12/10/2018	2630.86	0.18%
12/11/2018	2664.44	-0.04%
12/12/2018	2658.23	0.54%
12/13/2018	2658.7	-0.02%
12/14/2018	2629.68	-1.91%
12/17/2018	2590.75	-2.08%
12/18/2018	2559.9	0.01%
12/19/2018	2547.05	-1.54%
12/20/2018	2496.77	-1.58%
12/21/2018	2465.38	-2.06%
12/24/2018	2,400.60	-2.71%
12/26/2018	2,363.10	4.96%
12/27/2018	2,442.50	0.86%
12/28/2018	2,498.80	-0.12%
12/31/2018	2,498.90	0.85%
01/02/2019	2,477.00	0.13%
01/03/2019	2,491.90	-2.47%
01/04/2019	2,474.30	3.43%
01/07/2019	2,535.60	0.70%
01/08/2019	2,568.10	0.97%
01/09/2019	2,580.00	0.41%
01/10/2019	2,573.50	0.45%
01/11/2019	2,588.10	-0.01%
01/14/2019	2,580.30	-0.53%
01/15/2019	2,585.10	1.07%
01/16/2019	2,614.80	0.22%
01/17/2019	2,609.30	0.76%
01/18/2019	2,651.30	1.32%
01/22/2019	2,657.90	-1.42%
01/23/2019	2,643.50	0.22%
01/24/2019	2,638.80	0.14%
01/25/2019	2,657.40	0.85%
01/28/2019	2,645.00	-0.79%
01/29/2019	2,644.90	-0.14%
01/30/2019	2,653.60	1.56%
01/31/2019	2,685.50	0.86%
02/01/2019	2,702.30	0.09%
02/04/2019	2,706.50	0.68%
02/05/2019	2,728.30	0.47%
02/06/2019	2,735.10	-0.22%
02/07/2019	2,717.50	-0.93%
02/08/2019	2,692.40	0.07%
02/11/2019	2,712.40	0.07%
02/12/2019	2,722.60	1.29%
02/13/2019	2,750.30	0.30%
02/14/2019	2,743.50	-0.27%
02/15/2019	2,760.20	1.09%
02/19/2019	2,769.30	0.15%
02/20/2019	2,779.10	0.18%
02/21/2019	2,780.20	-0.35%
02/22/2019	2,780.70	0.64%
02/25/2019	2,804.30	0.12%
02/26/2019	2,792.40	-0.08%
02/27/2019	2,787.50	-0.05%
02/28/2019	2,788.10	-0.28%
03/01/2019	2,798.20	0.69%
03/04/2019	2,814.40	-0.39%
03/05/2019	2,794.40	-0.11%
03/06/2019	2,790.30	-0.66%
03/07/2019	2,766.50	-0.81%
03/08/2019	2,730.80	-0.21%
03/11/2019	2,747.60	1.47%
03/12/2019	2,787.30	0.29%
03/13/2019	2,799.80	0.69%
03/14/2019	2,810.40	-0.09%
03/15/2019	2,810.80	0.50%
03/18/2019	2,822.60	0.37%
03/19/2019	2,840.80	-0.01%
03/20/2019	2,831.30	-0.30%
03/21/2019	2,819.70	1.09%
03/22/2019	2,844.50	-1.90%
03/25/2019	2,796.00	-0.08%
03/26/2019	2,812.70	0.72%
03/27/2019	2,819.70	-0.46%
03/28/2019	2,809.40	0.36%
03/29/2019	2,828.30	0.67%
04/01/2019	2,848.60	1.16%
04/02/2019	2,868.20	0.00%
04/03/2019	2,876.10	0.22%
04/04/2019	2,874.00	0.21%
04/05/2019	2,884.20	0.46%
04/08/2019	2,888.50	0.11%
04/09/2019	2,886.60	-0.61%
04/10/2019	2,881.40	0.35%
04/11/2019	2,891.90	0.00%
04/12/2019	2,900.90	0.66%
04/15/2019	2,908.30	-0.06%
04/16/2019	2,912.30	0.05%
04/17/2019	2,916.00	-0.23%
04/18/2019	2,904.80	0.16%
04/22/2019	2,898.80	0.10%
04/23/2019	2,910.00	0.88%
04/24/2019	2,934.00	-0.22%
04/25/2019	2,929.00	-0.03%
04/26/2019	2,925.80	0.47%
04/29/2019	2,940.60	0.11%
04/30/2019	2,937.10	0.10%
05/01/2019	2,952.30	-0.75%
05/02/2019	2,922.20	-0.21%
05/03/2019	2,929.20	0.96%
05/06/2019	2,908.90	-0.44%
05/07/2019	2,913.00	-1.65%
05/08/2019	2,879.60	-0.16%
05/09/2019	2,859.80	-0.30%
05/10/2019	2,863.10	0.37%
05/13/2019	2,840.20	-2.41%
05/14/2019	2,820.10	0.80%
05/15/2019	2,820.40	0.59%
05/16/2019	2,855.80	0.89%
05/17/2019	2,858.60	-0.58%
05/20/2019	2,841.90	-0.67%
05/21/2019	2,854.00	0.85%
05/22/2019	2,856.10	-0.28%
05/23/2019	2,836.70	-1.19%
05/24/2019	2,832.40	0.14%
05/28/2019	2,830.00	-0.84%
05/29/2019	2,790.20	-0.69%
05/30/2019	2,786.90	0.21%
05/31/2019	2,766.20	-1.32%
06/03/2019	2,751.50	-0.28%
06/04/2019	2,762.60	2.15%
06/05/2019	2,818.10	0.82%
06/06/2019	2,828.50	0.61%
06/07/2019	2,852.90	1.05%
06/10/2019	2,885.80	0.47%
06/11/2019	2,903.30	-0.03%
06/12/2019	2,882.70	-0.20%
06/13/2019	2,886.20	0.41%
06/14/2019	2,886.80	-0.16%
06/17/2019	2,889.80	0.09%
06/18/2019	2,906.70	0.97%
06/19/2019	2,920.60	0.30%
06/20/2019	2,949.60	0.95%
06/21/2019	2,952.70	-0.13%
06/24/2019	2,951.40	-0.18%
06/25/2019	2,945.80	-0.95%
06/26/2019	2,926.10	-0.12%
06/27/2019	2,919.70	0.38%
06/28/2019	2,932.90	0.58%
07/01/2019	2,971.40	0.76%
07/02/2019	2,964.70	0.29%
07/03/2019	2,978.10	0.77%
07/05/2019	2,984.20	-0.18%
07/08/2019	2,979.80	-0.48%
07/09/2019	2,965.50	0.12%
07/10/2019	2,989.30	0.45%
07/11/2019	2,999.60	0.23%
07/12/2019	3,003.40	0.46%
07/15/2019	3,017.80	0.02%
07/16/2019	3,012.10	-0.34%
07/17/2019	3,005.10	-0.65%
07/18/2019	2,978.90	0.36%
07/19/2019	3,004.30	-0.62%
07/22/2019	2,981.90	0.28%
07/23/2019	2,994.70	0.69%
07/24/2019	2,998.80	0.47%
07/25/2019	3,016.30	-0.53%
07/26/2019	3,013.20	0.74%
07/29/2019	3,024.50	-0.16%
07/30/2019	3,007.70	-0.26%
07/31/2019	3,016.20	-1.09%
08/01/2019	2,980.30	-0.90%
08/02/2019	2,943.90	-0.73%
08/05/2019	2,898.10	-2.98%
08/06/2019	2,861.20	1.30%
08/07/2019	2,858.70	0.08%
08/08/2019	2,896.20	1.88%
08/09/2019	2,930.50	-0.66%
08/12/2019	2,907.10	-1.20%
08/13/2019	2,880.70	1.47%
08/14/2019	2,894.20	-2.93%
08/15/2019	2,846.20	0.25%
08/16/2019	2,864.70	1.44%
08/19/2019	2,913.50	1.21%
08/20/2019	2,919.00	-0.79%
08/21/2019	2,922.00	0.82%
08/22/2019	2,930.90	-0.05%
08/23/2019	2,911.10	-2.59%
08/26/2019	2,866.70	1.10%
08/27/2019	2,893.10	-0.32%
08/28/2019	2,861.30	0.65%
08/29/2019	2,910.40	1.27%
08/30/2019	2,937.10	0.06%
09/03/2019	2,909.00	-0.69%
09/04/2019	2,924.70	1.08%
09/05/2019	2,960.60	1.30%
09/06/2019	2,980.30	0.09%
09/09/2019	2,988.40	-0.01%
09/10/2019	2,971.00	0.03%
09/11/2019	2,981.40	0.72%
09/12/2019	3,009.10	0.29%
09/13/2019	3,012.20	-0.07%
09/16/2019	2,996.40	-0.31%
09/17/2019	2,995.70	0.26%
09/18/2019	3,001.50	0.03%
09/19/2019	3,010.40	0.00%
09/20/2019	3,008.40	-0.49%
09/23/2019	2,983.50	-0.01%
09/24/2019	3,002.40	-0.84%
09/25/2019	2,968.30	0.62%
09/26/2019	2,985.70	-0.24%
09/27/2019	2,985.50	-0.53%
09/30/2019	2,967.10	0.50%
10/01/2019	2,983.70	-1.23%
10/02/2019	2,924.80	-1.79%
10/03/2019	2,885.40	0.80%
10/04/2019	2,918.60	1.42%
10/07/2019	2,944.20	-0.45%
10/08/2019	2,920.40	-1.56%
10/09/2019	2,911.10	0.91%
10/10/2019	2,918.60	0.64%
10/11/2019	2,963.10	1.10%
10/14/2019	2,965.80	-0.14%
10/15/2019	2,973.60	0.99%
10/16/2019	2,989.70	-0.20%
10/17/2019	3,000.80	0.27%
10/18/2019	2,996.80	-0.39%
10/21/2019	2,996.50	0.69%
10/22/2019	3,010.70	-0.36%
10/23/2019	2,994.00	0.28%
10/24/2019	3,014.80	0.19%
10/25/2019	3,003.30	0.41%
10/28/2019	3,032.10	0.56%
10/29/2019	3,035.40	-0.08%
10/30/2019	3,039.70	0.33%
10/31/2019	3,046.90	-0.30%
11/01/2019	3,050.70	0.96%
11/04/2019	3,079.00	0.37%
11/05/2019	3,080.80	-0.12%
11/06/2019	3,075.10	0.07%
11/07/2019	3,087.00	0.27%
11/08/2019	3,081.20	0.26%
11/11/2019	3,080.30	-0.20%
11/12/2019	3,089.30	0.16%
11/13/2019	3,084.20	0.07%
11/14/2019	3,090.80	0.08%
11/15/2019	3,107.90	0.77%
11/18/2019	3,117.90	0.05%
11/19/2019	3,127.40	-0.06%
11/20/2019	3,114.70	-0.37%
11/21/2019	3,108.50	-0.16%
11/22/2019	3,111.40	0.22%
11/25/2019	3,117.40	0.75%
11/26/2019	3,134.80	0.22%
11/27/2019	3,145.50	0.42%
11/29/2019	3,147.20	-0.40%
12/02/2019	3,143.80	-0.86%
12/03/2019	3,087.40	-0.66%
12/04/2019	3,103.50	0.63%
12/05/2019	3,119.20	0.15%
12/06/2019	3,134.60	0.91%
12/09/2019	3,141.90	-0.31%
12/10/2019	3,135.40	-0.11%
12/11/2019	3,135.80	0.29%
12/12/2019	3,141.20	0.86%
12/13/2019	3,166.70	0.01%
12/16/2019	3,183.60	0.71%
12/17/2019	3,195.40	0.03%
12/18/2019	3,195.20	-0.04%
12/19/2019	3,192.30	0.45%
12/20/2019	3,223.30	0.49%
12/23/2019	3,226.10	0.09%
12/24/2019	3,225.40	-0.02%
12/26/2019	3,227.20	0.51%
12/27/2019	3,247.20	0.00%
12/30/2019	3,240.10	-0.58%
12/31/2019	3,215.20	0.29%
01/02/2020	3,244.70	0.84%
01/03/2020	3,226.40	-0.71%
01/06/2020	3,217.60	0.36%
01/07/2020	3,241.90	-0.28%
01/08/2020	3,238.60	0.49%
01/09/2020	3,266.00	0.66%
01/10/2020	3,281.80	-0.29%
01/13/2020	3,271.10	0.70%
01/14/2020	3,285.30	-0.15%
01/15/2020	3,282.30	0.19%
01/16/2020	3,303.00	0.84%
01/17/2020	3,323.70	0.39%
01/21/2020	3,321.00	-0.26%
01/22/2020	3,330.00	0.03%
01/23/2020	3,315.80	0.11%
01/24/2020	3,333.10	-0.90%
01/27/2020	3,247.20	-1.57%
01/28/2020	3,255.30	1.01%
01/29/2020	3,289.50	-0.09%
01/30/2020	3,256.40	0.31%
01/31/2020	3,282.30	-1.77%
02/03/2020	3,235.70	0.73%
02/04/2020	3,280.60	1.50%
02/05/2020	3,324.90	1.13%
02/06/2020	3,344.90	0.33%
02/07/2020	3,335.50	-0.54%
02/10/2020	3,318.30	0.73%
02/11/2020	3,365.90	0.17%
02/12/2020	3,370.50	0.64%
02/13/2020	3,365.90	-0.16%
02/14/2020	3,378.10	0.19%
02/18/2020	3,369.00	-0.29%
02/19/2020	3,380.40	0.47%
02/20/2020	3,380.40	-0.38%
02/21/2020	3,360.50	-1.05%
02/24/2020	3,257.60	-3.35%
02/25/2020	3,238.90	-3.03%
